,Code_Postal,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Ville
1315,78310,,17.0,21.0,33.0,42.0,11.0,66.0,35.0,49.0,50.0,73.0,6.0,COIGNIERES
1316,78320,16.0,46.0,8.0,30.0,11.0,2.0,1.0,6.0,,6.0,9.0,,LEVIS-SAINT-NOM
1317,78330,7.0,4.0,8.0,4.0,16.0,15.0,15.0,10.0,11.0,10.0,12.0,2.0,FONTENAY-LE-FLEURY
1318,78340,1.0,4.0,5.0,3.0,12.0,2.0,48.0,11.0,12.0,12.0,11.0,,LES CLAYES-SOUS-BOIS
1319,78350,,11.0,4.0,3.0,,22.0,,,1.0,3.0,19.0,,JOUY-EN-JOSAS
1320,78360,,,20.0,50.0,9.0,2.0,9.0,4.0,21.0,14.0,23.0,,MONTESSON
1321,78370,,24.0,98.0,26.0,160.0,13.0,42.0,60.0,70.0,16.0,57.0,1.0,PLAISIR
1322,78380,,14.0,6.0,,12.0,,3.0,5.0,1.0,,6.0,,BOUGIVAL
1323,78390,,,1.0,2.0,2.0,3.0,2.0,,7.0,,,3.0,BOIS-D'ARCY
1324,78400,1.0,26.0,10.0,60.0,20.0,17.0,37.0,47.0,43.0,20.0,40.0,,CHATOU
1325,78410,,10.0,21.0,17.0,4.0,6.0,10.0,6.0,29.0,21.0,20.0,,LA FALAISE
1326,78430,,13.0,16.0,20.0,2.0,8.0,26.0,23.0,20.0,8.0,2.0,,LOUVECIENNES
1327,78440,,7.0,39.0,,27.0,73.0,4.0,,,4.0,4.0,,DROCOURT
1328,78450,,1.0,4.0,3.0,1.0,,,,3.0,1.0,5.0,,VILLEPREUX
1329,78460,11.0,,5.0,6.0,15.0,,,34.0,8.0,1.0,,,CHEVREUSE
1330,78480,1.0,6.0,10.0,5.0,12.0,13.0,2.0,19.0,14.0,11.0,6.0,,VERNEUIL-SUR-SEINE
1331,78490,,7.0,3.0,,,,,1.0,,,4.0,,BAZOCHES-SUR-GUYONNE
1332,78500,4.0,71.0,39.0,201.0,68.0,53.0,70.0,148.0,157.0,134.0,154.0,9.0,SARTROUVILLE
1333,78510,,4.0,2.0,4.0,20.0,3.0,8.0,37.0,10.0,7.0,9.0,,TRIEL-SUR-SEINE
1334,78520,,42.0,8.0,34.0,28.0,17.0,25.0,63.0,12.0,23.0,19.0,1.0,LIMAY
1335,78530,,1.0,1.0,,2.0,1.0,,,,,9.0,,BUC
1336,78540,4.0,2.0,6.0,,9.0,6.0,1.0,8.0,5.0,9.0,8.0,,VERNOUILLET
1337,78550,1.0,11.0,2.0,4.0,19.0,5.0,8.0,4.0,4.0,7.0,31.0,6.0,HOUDAN
1338,78560,,,,1.0,,15.0,18.0,,,47.0,60.0,7.0,LE PORT-MARLY
1339,78570,5.0,29.0,57.0,36.0,107.0,27.0,66.0,48.0,53.0,57.0,63.0,13.0,ANDRESY
1340,78580,,59.0,12.0,,1.0,4.0,1.0,5.0,8.0,9.0,13.0,,MAULE
1341,78590,,4.0,19.0,,2.0,,,2.0,2.0,14.0,6.0,,RENNEMOULIN
1342,78600,,,10.0,5.0,3.0,8.0,4.0,6.0,15.0,23.0,10.0,,LE MESNIL-LE-ROI
1343,78610,,,,,,,8.0,2.0,3.0,9.0,,,LE PERRAY-EN-YVELINES
1344,78620,,,3.0,,,,,,,,3.0,,L'ETANG-LA-VILLE
1345,78630,,2.0,3.0,1.0,4.0,,,,11.0,2.0,1.0,,MORAINVILLIERS
1346,78640,,,2.0,,1.0,1.0,1.0,3.0,,,,,SAINT-GERMAIN-DE-LA-GRANGE
1347,78650,,4.0,4.0,,,,40.0,,5.0,4.0,1.0,,SAULX-MARCHAIS
1348,78660,,5.0,2.0,,7.0,,,,2.0,1.0,,,ALLAINVILLE
1349,78670,,,1.0,3.0,,,,7.0,,2.0,1.0,,MEDAN
1350,78680,,,,4.0,,,,,,,30.0,,EPONE
1351,78690,,,,1.0,1.0,,3.0,2.0,,,1.0,2.0,SAINT-REMY-L'HONORE
1352,78700,12.0,122.0,106.0,100.0,62.0,88.0,139.0,186.0,81.0,68.0,69.0,6.0,CONFLANS-SAINTE-HONORINE
1353,78710,,,9.0,9.0,1.0,1.0,5.0,,2.0,6.0,3.0,,ROSNY-SUR-SEINE
1354,78711,2.0,37.0,25.0,50.0,54.0,60.0,48.0,35.0,26.0,28.0,38.0,,MANTES-LA-VILLE
1355,78720,,4.0,4.0,5.0,,,,,,,,,SAINT-FORGET
1356,78730,,3.0,1.0,1.0,,,2.0,2.0,1.0,,5.0,,SAINT-ARNOULT-EN-YVELINES
1357,78740,,,,,,,14.0,,7.0,,2.0,,EVECQUEMONT
1358,78750,,,,,,,,,,,1.0,,MAREIL-MARLY
1359,78760,,5.0,1.0,7.0,9.0,10.0,,3.0,5.0,,36.0,,JOUARS-PONTCHARTRAIN
1360,78770,,,,,,2.0,14.0,,,,,,MARCQ
1361,78780,,,,1.0,,,4.0,,,1.0,3.0,,MAURECOURT
1362,78790,,,,,,,,,2.0,3.0,,,MULCENT
1363,78800,,26.0,30.0,37.0,23.0,15.0,22.0,16.0,25.0,15.0,22.0,,HOUILLES
1364,78810,,,,,,,3.0,,,,4.0,,FEUCHEROLLES
1365,78830,,1.0,,,3.0,1.0,1.0,5.0,,,,,BONNELLES
1366,78860,,,9.0,,1.0,,,,1.0,,1.0,,SAINT-NOM-LA-BRETECHE
1367,78870,,4.0,,,1.0,,1.0,,,,,,BAILLY
1368,78910,,,,,4.0,,,,,,,,CIVRY-LA-FORET
1369,78920,,,4.0,6.0,,,,,,2.0,2.0,,ECQUEVILLY
1370,78930,,1.0,,1.0,2.0,,,,4.0,,,,VERT
1371,78955,,,11.0,5.0,3.0,2.0,3.0,2.0,,5.0,,,CARRIERES-SOUS-POISSY
1372,78960,,10.0,2.0,2.0,,2.0,,,2.0,1.0,10.0,,VOISINS-LE-BRETONNEUX
1373,78970,,1.0,1.0,,3.0,4.0,,1.0,,,,,MEZIERES-SUR-SEINE
1374,78980,,73.0,6.0,,2.0,7.0,1.0,,,2.0,,,MONDREVILLE
1375,78990,42.0,27.0,46.0,23.0,22.0,25.0,23.0,35.0,24.0,40.0,54.0,,ELANCOURT
1376,79000,,21.0,12.0,19.0,,,6.0,3.0,,,11.0,,SCIECQ
1377,79100,,,,,,,,,1.0,,,,THOUARS
1378,79300,,,,6.0,,,,3.0,,,,,LA CHAPELLE-GAUDIN
1379,79370,,,1.0,,,,,,,,,,THORIGNE
1380,80000,5.0,31.0,7.0,44.0,9.0,19.0,42.0,28.0,23.0,7.0,48.0,5.0,AMIENS
1381,80080,,,,,3.0,,3.0,,,,,,
1382,80100,,,,3.0,,,,1.0,,,1.0,,ABBEVILLE
1383,80130,,,,,,,,2.0,,,,,ALLENAY
1384,80240,,,,,,,2.0,,,,,,VILLERS-FAUCON
1385,80300,,,,,2.0,,,,,,5.0,,FRICOURT
1386,80320,,,,,,1.0,,,,,,,LIHONS
1387,80610,,,,,,,,1.0,,,,,SAINT-OUEN
1388,81000,,1.0,15.0,,,,1.0,12.0,2.0,5.0,8.0,,ALBI
1389,81100,,3.0,,,,,,3.0,,,2.0,,BURLATS
1390,81170,,,,,,,,2.0,,,,,SOUEL
1391,81300,9.0,,,,,,,,4.0,,,,MISSECLE
1392,81310,,,1.0,,,,,,,,,,PEYROLE
1393,81400,,,,2.0,,,,,,,,,ROSIERES
1394,81500,,3.0,,,,,,,,,,,FIAC
1395,81600,,,2.0,1.0,,,3.0,,,,,,RIVIERES
1396,82000,,,4.0,7.0,1.0,,,,6.0,,20.0,,MONTAUBAN
1397,82120,,4.0,,,,,,,,,,,LACHAPELLE
1398,82170,,,,6.0,,,,,,,,,POMPIGNAN
1399,82200,,,5.0,1.0,1.0,,1.0,,,,,,BOUDOU
1400,82300,,,,4.0,,,,,,,,,MONTEILS
1401,83000,,,6.0,,,,1.0,2.0,,,1.0,,
1402,83100,,8.0,14.0,12.0,22.0,15.0,12.0,26.0,19.0,39.0,34.0,2.0,
1403,83110,,,,,,,2.0,,,,,,SANARY-SUR-MER
1404,83120,,1.0,,,,,,,,,,,SAINTE-MAXIME
1405,83130,,4.0,,,2.0,,,,,3.0,,,LA GARDE
1406,83150,,,,,2.0,,,,,,,,BANDOL
1407,83170,,,9.0,,,,6.0,3.0,,,1.0,,VINS-SUR-CARAMY
1408,83190,,,,,,,6.0,,,,,,OLLIOULES
1409,83200,,,,,,,,2.0,,,,,LE REVEST-LES-EAUX
1410,83210,,,,1.0,,,,,,,,,SOLLIES-TOUCAS
1411,83300,,,3.0,7.0,,1.0,,3.0,2.0,,,,CHATEAUDOUBLE
1412,83310,,,,,,,22.0,,,,,,LA MOLE
1413,83350,,,,,,,1.0,,,,,,RAMATUELLE
1414,83370,,,,15.0,,,,,,,,,
1415,83400,,,,,,,5.0,,,1.0,3.0,,HYERES
1416,83440,,,,,,,,2.0,,,,,SAINT-PAUL-EN-FORET
1417,83460,,,,1.0,,,,,,,,,LES ARCS
1418,83470,,,1.0,,,,,,,,2.0,,SAINT-MAXIMIN-LA-SAINTE-BAUME
1419,83480,,,,3.0,,,,,,,5.0,,PUGET-SUR-ARGENS
1420,83500,,,2.0,1.0,2.0,,15.0,,,,,,LA SEYNE-SUR-MER
1421,83560,,1.0,,,,,,,,,,,RIANS
1422,83600,,,,24.0,,,,,,,,,LES ADRETS-DE-L'ESTEREL
1423,83700,,,,43.0,,,2.0,,,,,,
1424,83830,,3.0,,1.0,,,,,,,,,CALLAS
1425,83840,,,,,,,,1.0,,,,,LA ROQUE-ESCLAPON
1426,83990,,,,3.0,,,,1.0,,,17.0,,SAINT-TROPEZ
1427,84000,8.0,5.0,34.0,4.0,32.0,19.0,12.0,7.0,21.0,25.0,17.0,23.0,AVIGNON
1428,84100,,,,,,,,,,,1.0,,ORANGE
1429,84130,,,,1.0,,,1.0,1.0,,,,,LE PONTET
1430,84200,,,4.0,,,,2.0,,10.0,,,2.0,CARPENTRAS
1431,84300,,10.0,1.0,4.0,,,,,,,5.0,6.0,CAVAILLON
1432,84400,,7.0,,,,,,,,,,,CASTELLET
1433,84840,,,,,,,,,,,4.0,,LAMOTTE-DU-RHONE
1434,85000,,7.0,19.0,7.0,17.0,1.0,15.0,,22.0,1.0,48.0,,MOUILLERON-LE-CAPTIF
1435,85017,,,,,,,4.0,,,,,,
1436,85100,,3.0,3.0,,,,9.0,,,,18.0,,LES SABLES-D'OLONNE
1437,85160,,,,,,2.0,,,,,1.0,,SAINT-JEAN-DE-MONTS
1438,85170,,,,,,,,1.0,,,,,BEAUFOU
1439,85200,,,,7.0,,2.0,,,1.0,,,5.0,LONGEVES
1440,85300,,,3.0,,,,4.0,,,6.0,,,SALLERTAINE
1441,85340,,,,,,,,3.0,,,,,L'ILE-D'OLONNE
1442,85400,,,,,1.0,,,,1.0,,,,LAIROUX
1443,85430,,,,,,,,,1.0,,1.0,,LES CLOUZEAUX
1444,85440,,1.0,,,,,,,,,,,SAINT-HILAIRE-LA-FORET
1445,85500,,,,,,,13.0,,24.0,,,,BEAUREPAIRE
1446,85600,,,,,,,,1.0,1.0,,9.0,,MONTAIGU
1447,85610,,,,,,,,11.0,,,,,LA BERNARDIERE
1448,85670,,,,10.0,,,,7.0,,,,,FALLERON
1449,85740,,,,,,,,1.0,,,,,L'EPINE
1450,85800,,1.0,,,,4.0,1.0,3.0,2.0,,,,GIVRAND
1451,86000,,2.0,20.0,27.0,2.0,,20.0,8.0,13.0,37.0,12.0,3.0,POITIERS
1452,86100,,3.0,7.0,11.0,,6.0,,1.0,6.0,1.0,,3.0,CHATELLERAULT
1453,86120,,1.0,,,,,,,,,,,TERNAY
1454,86160,,,,,,,2.0,,,,,,SAINT-MAURICE-LA-CLOUERE
1455,86240,,,,,,,,8.0,,,,,SMARVES
1456,86350,,,,,,,2.0,,,,,,USSON-DU-POITOU
1457,86360,,,,,,,,,,2.0,,,CHASSENEUIL-DU-POITOU
1458,86500,,,,3.0,,,,,,,,,JOUHET
1459,87000,1.0,1.0,8.0,33.0,19.0,15.0,50.0,35.0,17.0,24.0,66.0,7.0,
1460,87100,,,,1.0,,,,,,,,,
1461,87230,,,,2.0,,,4.0,,,,16.0,,DOURNAZAC
1462,87250,,,,,,,,,1.0,,1.0,,FROMENTAL
1463,87440,,,,,,,,,,,2.0,,SAINT-MATHIEU
1464,88000,,12.0,3.0,,,2.0,,,,8.0,,,JEUXEY
1465,88200,,,,,,,4.0,,,,,,REMIREMONT
1466,88300,,,,,,1.0,,,,,,,BAZOILLES-SUR-MEUSE
1467,88560,,,,1.0,,,,,,,,,SAINT-MAURICE-SUR-MOSELLE
1468,88800,,3.0,,3.0,,,,,,,7.0,,MANDRES-SUR-VAIR
1469,89000,,4.0,5.0,3.0,,5.0,,,,,2.0,,PERRIGNY
1470,89100,,12.0,,2.0,2.0,3.0,,,,8.0,,,MALAY-LE-PETIT
1471,89130,,1.0,,,,,,,,,,,MEZILLES
1472,89150,,,,,,2.0,,,,,,,DOLLOT
1473,89200,,,,,1.0,,2.0,,,,,,ANNAY-LA-COTE
1474,89300,,,,,,13.0,,1.0,,,1.0,,PAROY-SUR-THOLON
1475,89400,,2.0,,1.0,,,,,,,,,BONNARD
1476,89500,,,,,14.0,,,,,,,,CHAUMOT
1477,89600,,,,,,,,1.0,,,,,CHEU
1478,89700,,,,,,,,2.0,,,,,SERRIGNY
1479,90000,,,3.0,4.0,,,,5.0,14.0,,13.0,,BELFORT
1480,90013,,,,,,,,,21.0,,,,
1481,90100,,,4.0,,,,,,,,,,JONCHEREY
1482,90300,,,,,,,1.0,,,,,,OFFEMONT
1483,90600,,,,,,,,3.0,,,,,GRANDVILLARS
1484,91000,9.0,191.0,180.0,285.0,148.0,160.0,252.0,353.0,535.0,647.0,672.0,3.0,EVRY
1485,91070,,,,,,,,1.0,2.0,3.0,,,BONDOUFLE
1486,91080,,5.0,,,1.0,6.0,4.0,3.0,1.0,6.0,12.0,,COURCOURONNES
1487,91090,,,,12.0,,2.0,,2.0,3.0,14.0,4.0,,LISSES
1488,91100,,64.0,39.0,56.0,28.0,34.0,35.0,81.0,200.0,83.0,133.0,,VILLABE
1489,91102,,,,,,,,,2.0,,,,
1490,91120,,13.0,12.0,17.0,28.0,111.0,10.0,32.0,17.0,59.0,72.0,1.0,PALAISEAU
1491,91130,,,,16.0,18.0,18.0,11.0,66.0,34.0,123.0,35.0,,RIS-ORANGIS
1492,91140,,7.0,,2.0,8.0,1.0,,2.0,1.0,6.0,26.0,,VILLEBON-SUR-YVETTE
1493,91150,,8.0,34.0,10.0,,4.0,52.0,26.0,191.0,53.0,61.0,2.0,MESPUITS
1494,91160,,10.0,15.0,15.0,9.0,68.0,21.0,10.0,5.0,7.0,25.0,1.0,LONGJUMEAU
1495,91170,,21.0,5.0,51.0,3.0,31.0,48.0,28.0,92.0,21.0,103.0,,VIRY-CHATILLON
1496,91190,,,,1.0,23.0,3.0,30.0,12.0,1.0,8.0,14.0,,SAINT-AUBIN
1497,91200,,1.0,9.0,5.0,13.0,3.0,17.0,39.0,66.0,38.0,35.0,,ATHIS-MONS
1498,91210,,1.0,,20.0,2.0,3.0,13.0,9.0,12.0,32.0,47.0,2.0,DRAVEIL
1499,91220,,,,1.0,2.0,,,3.0,8.0,,,,LE PLESSIS-PATE
1500,91230,,15.0,4.0,13.0,1.0,23.0,8.0,25.0,65.0,28.0,33.0,,MONTGERON
1501,91240,,3.0,10.0,20.0,,,,2.0,33.0,45.0,9.0,,SAINT-MICHEL-SUR-ORGE
1502,91250,,,,,,,,,,3.0,,,MORSANG-SUR-SEINE
1503,91260,2.0,18.0,20.0,63.0,22.0,18.0,31.0,39.0,121.0,10.0,50.0,2.0,JUVISY-SUR-ORGE
1504,91270,,18.0,,23.0,3.0,8.0,16.0,13.0,28.0,50.0,9.0,1.0,VIGNEUX-SUR-SEINE
1505,91280,,,,,,,,5.0,,,,,SAINT-PIERRE-DU-PERRAY
1506,91290,,,14.0,8.0,,1.0,5.0,2.0,19.0,9.0,17.0,1.0,LA NORVILLE
1507,91300,1.0,47.0,36.0,102.0,53.0,67.0,55.0,180.0,81.0,76.0,137.0,19.0,MASSY
1508,91310,,,4.0,,2.0,,3.0,,7.0,9.0,18.0,,LINAS
1509,91320,,19.0,1.0,,,,,,,,,,WISSOUS
1510,91330,,4.0,1.0,7.0,44.0,3.0,11.0,19.0,21.0,9.0,16.0,7.0,YERRES
1511,91340,,,,,,,,,,1.0,,,OLLAINVILLE
1512,91350,,10.0,29.0,39.0,4.0,35.0,100.0,65.0,52.0,71.0,211.0,2.0,GRIGNY
1513,91360,,,15.0,24.0,4.0,4.0,1.0,4.0,30.0,17.0,11.0,,EPINAY-SUR-ORGE
1514,91370,,,3.0,,,,,,2.0,4.0,,,VERRIERES-LE-BUISSON
1515,91380,,4.0,20.0,9.0,10.0,3.0,9.0,2.0,9.0,21.0,18.0,1.0,CHILLY-MAZARIN
1516,91390,,4.0,,9.0,1.0,,4.0,7.0,,7.0,4.0,,MORSANG-SUR-ORGE
1517,91400,2.0,16.0,19.0,1.0,7.0,2.0,3.0,8.0,,42.0,7.0,,GOMETZ-LA-VILLE
1518,91410,,,,,1.0,,,,8.0,22.0,7.0,,AUTHON-LA-PLAINE
1519,91420,,,,5.0,1.0,1.0,20.0,2.0,2.0,22.0,,,MORANGIS
1520,91430,,2.0,,,,4.0,,,,27.0,22.0,,IGNY
1521,91440,,,,3.0,,,2.0,1.0,8.0,1.0,,,BURES-SUR-YVETTE
1522,91450,,,,,,4.0,,16.0,9.0,2.0,,,SOISY-SUR-SEINE
1523,91460,,,,,4.0,,,,,2.0,1.0,,MARCOUSSIS
1524,91470,,,8.0,,2.0,,,9.0,2.0,4.0,4.0,,FORGES-LES-BAINS
1525,91480,,,8.0,,,,3.0,,1.0,2.0,3.0,,VARENNES-JARCY
1526,91490,,,,6.0,,,,,3.0,3.0,6.0,,DANNEMOIS
1527,91510,,,,,,3.0,2.0,1.0,2.0,4.0,2.0,,JANVILLE-SUR-JUINE
1528,91530,,,,,,,7.0,,12.0,,,,SAINT-MAURICE-MONTCOURONNE
1529,91540,,,5.0,,4.0,4.0,3.0,14.0,3.0,19.0,5.0,,ECHARCON
1530,91550,,,3.0,,,,5.0,8.0,1.0,,,,PARAY-VIEILLE-POSTE
1531,91551,,,,,,,,,,1.0,,,
1532,91560,,,5.0,4.0,1.0,,3.0,,2.0,1.0,,,CROSNE
1533,91590,,,,2.0,,,1.0,6.0,12.0,13.0,11.0,,D'HUISON-LONGUEVILLE
1534,91600,,32.0,30.0,28.0,15.0,1.0,70.0,21.0,78.0,48.0,13.0,,SAVIGNY-SUR-ORGE
1535,91610,,,,,,,,,,4.0,3.0,,BALLANCOURT-SUR-ESSONNE
1536,91630,,,,1.0,,1.0,3.0,9.0,14.0,4.0,3.0,,GUIBEVILLE
1537,91640,,,1.0,,,,,,,,,,VAUGRIGNEUSE
1538,91650,,,,,,,,,,8.0,2.0,,SAINT-YON
1539,91660,,2.0,,,,,,,,,,,MEREVILLE
1540,91670,,,,,,1.0,,,,,5.0,,ANGERVILLE
1541,91680,,,,,,,4.0,,3.0,,,,BRUYERES-LE-CHATEL
1542,91700,,8.0,8.0,12.0,2.0,1.0,15.0,21.0,47.0,53.0,67.0,3.0,SAINTE-GENEVIEVE-DES-BOIS
1543,91730,,,,39.0,,,,,,,,,TORFOU
1544,91750,,,,,,,6.0,,,,,,CHEVANNES
1545,91760,,,,,,,,,,5.0,,,ITTEVILLE
1546,91800,1.0,17.0,,11.0,25.0,2.0,11.0,11.0,34.0,12.0,51.0,,BRUNOY
1547,91830,,7.0,,,2.0,,,1.0,,2.0,1.0,,AUVERNAUX
1548,91850,,,,,,,,1.0,,,1.0,,BOURAY-SUR-JUINE
1549,91860,,3.0,,,,,2.0,5.0,1.0,6.0,4.0,,EPINAY-SOUS-SENART
1550,91940,3.0,24.0,15.0,19.0,15.0,28.0,35.0,103.0,48.0,18.0,27.0,,LES ULIS
1551,91961,,,13.0,,2.0,,,,,,,,
1552,92000,38.0,254.0,270.0,438.0,328.0,204.0,396.0,251.0,295.0,303.0,232.0,25.0,NANTERRE
1553,92100,6.0,31.0,146.0,119.0,79.0,61.0,246.0,112.0,92.0,128.0,235.0,1.0,BOULOGNE-BILLANCOURT
1554,92110,4.0,143.0,193.0,115.0,160.0,136.0,125.0,127.0,223.0,154.0,114.0,11.0,CLICHY
1555,92120,3.0,151.0,118.0,44.0,59.0,53.0,50.0,99.0,29.0,77.0,63.0,22.0,MONTROUGE
1556,92130,4.0,67.0,55.0,132.0,17.0,22.0,43.0,70.0,26.0,33.0,94.0,1.0,ISSY-LES-MOULINEAUX
1557,92140,5.0,19.0,12.0,45.0,51.0,12.0,19.0,46.0,50.0,22.0,36.0,2.0,CLAMART
1558,92150,,13.0,30.0,56.0,65.0,25.0,76.0,61.0,38.0,64.0,88.0,,SURESNES
1559,92160,21.0,69.0,39.0,96.0,89.0,53.0,104.0,73.0,81.0,110.0,55.0,2.0,ANTONY
1560,92170,,34.0,17.0,11.0,16.0,30.0,48.0,11.0,7.0,13.0,24.0,,VANVES
1561,92190,2.0,,,4.0,11.0,8.0,,5.0,7.0,2.0,7.0,,
1562,92200,2.0,139.0,43.0,29.0,21.0,11.0,18.0,30.0,26.0,108.0,53.0,,NEUILLY-SUR-SEINE
1563,92210,,19.0,24.0,23.0,20.0,13.0,21.0,14.0,2.0,20.0,8.0,,SAINT-CLOUD
1564,92220,25.0,208.0,48.0,42.0,69.0,69.0,61.0,85.0,67.0,128.0,79.0,1.0,BAGNEUX
1565,92230,28.0,197.0,132.0,185.0,115.0,59.0,184.0,178.0,205.0,156.0,104.0,4.0,GENNEVILLIERS
1566,92240,18.0,116.0,101.0,57.0,162.0,69.0,83.0,95.0,45.0,50.0,33.0,3.0,MALAKOFF
1567,92250,,3.0,11.0,11.0,28.0,9.0,19.0,12.0,17.0,28.0,27.0,,LA GARENNE-COLOMBES
1568,92260,3.0,19.0,11.0,29.0,29.0,20.0,5.0,9.0,20.0,22.0,43.0,4.0,FONTENAY-AUX-ROSES
1569,92270,,1.0,49.0,4.0,8.0,12.0,2.0,17.0,60.0,34.0,16.0,1.0,BOIS-COLOMBES
1570,92290,12.0,16.0,9.0,25.0,8.0,12.0,10.0,13.0,6.0,15.0,101.0,1.0,CHATENAY-MALABRY
1571,92300,3.0,97.0,39.0,53.0,56.0,35.0,25.0,56.0,35.0,52.0,72.0,,LEVALLOIS-PERRET
1572,92310,,15.0,6.0,12.0,6.0,,6.0,6.0,,,1.0,,SEVRES
1573,92320,6.0,26.0,4.0,28.0,36.0,30.0,5.0,16.0,59.0,40.0,2.0,3.0,CHATILLON
1574,92330,,5.0,2.0,15.0,22.0,1.0,6.0,9.0,2.0,19.0,19.0,,SCEAUX
1575,92340,2.0,31.0,9.0,20.0,30.0,31.0,9.0,3.0,20.0,16.0,22.0,,BOURG-LA-REINE
1576,92350,,15.0,7.0,8.0,26.0,8.0,1.0,5.0,,22.0,9.0,,LE PLESSIS-ROBINSON
1577,92360,2.0,43.0,6.0,25.0,20.0,14.0,7.0,50.0,33.0,37.0,52.0,8.0,
1578,92370,4.0,4.0,17.0,12.0,25.0,5.0,22.0,,31.0,15.0,16.0,2.0,CHAVILLE
1579,92380,,,10.0,,6.0,,8.0,8.0,6.0,15.0,6.0,,GARCHES
1580,92390,,49.0,68.0,28.0,29.0,43.0,104.0,30.0,61.0,47.0,32.0,2.0,VILLENEUVE-LA-GARENNE
1581,92400,22.0,136.0,230.0,137.0,118.0,63.0,115.0,168.0,102.0,293.0,226.0,1.0,COURBEVOIE
1582,92410,,,4.0,3.0,,,,,,,,,VILLE-D'AVRAY
1583,92420,,,,25.0,14.0,3.0,,,,7.0,1.0,,VAUCRESSON
1584,92430,,3.0,2.0,2.0,2.0,,,,,,,,MARNES-LA-COQUETTE
1585,92500,10.0,38.0,80.0,98.0,32.0,33.0,35.0,42.0,37.0,127.0,24.0,5.0,RUEIL-MALMAISON
1586,92600,32.0,807.0,313.0,481.0,387.0,398.0,501.0,532.0,578.0,551.0,548.0,36.0,ASNIERES-SUR-SEINE
1587,92700,12.0,230.0,171.0,140.0,245.0,121.0,133.0,222.0,284.0,267.0,354.0,12.0,COLOMBES
1588,92800,7.0,85.0,58.0,31.0,29.0,55.0,115.0,65.0,62.0,55.0,94.0,2.0,PUTEAUX
1589,93000,24.0,231.0,255.0,269.0,254.0,205.0,212.0,325.0,203.0,312.0,305.0,36.0,BOBIGNY
1590,93027,19.0,140.0,115.0,105.0,101.0,314.0,194.0,316.0,175.0,215.0,213.0,20.0,
1591,93100,157.0,709.0,531.0,565.0,687.0,472.0,513.0,615.0,381.0,419.0,449.0,11.0,MONTREUIL
1592,93110,31.0,187.0,155.0,180.0,108.0,78.0,188.0,134.0,253.0,87.0,84.0,23.0,ROSNY-SOUS-BOIS
1593,93117,,,,,5.0,,,,29.0,,,,
1594,93120,,61.0,16.0,27.0,83.0,67.0,105.0,46.0,30.0,43.0,69.0,,LA COURNEUVE
1595,93130,,79.0,54.0,47.0,67.0,50.0,44.0,76.0,31.0,50.0,101.0,7.0,NOISY-LE-SEC
1596,93140,18.0,262.0,212.0,282.0,134.0,282.0,263.0,223.0,205.0,207.0,329.0,31.0,BONDY
1597,93150,12.0,148.0,184.0,142.0,123.0,66.0,80.0,135.0,93.0,108.0,167.0,12.0,LE BLANC-MESNIL
1598,93160,1.0,67.0,68.0,131.0,116.0,123.0,90.0,54.0,65.0,59.0,176.0,4.0,NOISY-LE-GRAND
1599,93170,,47.0,123.0,85.0,47.0,51.0,26.0,50.0,177.0,87.0,96.0,,BAGNOLET
1600,93190,18.0,155.0,112.0,58.0,21.0,74.0,24.0,42.0,35.0,70.0,90.0,3.0,LIVRY-GARGAN
1601,93200,172.0,947.0,895.0,1194.0,680.0,888.0,780.0,759.0,808.0,637.0,1011.0,42.0,
1602,93210,,2.0,40.0,6.0,31.0,7.0,2.0,26.0,18.0,3.0,70.0,,
1603,93220,13.0,30.0,33.0,76.0,43.0,69.0,106.0,79.0,65.0,82.0,132.0,,GAGNY
1604,93230,1.0,37.0,48.0,76.0,64.0,51.0,40.0,40.0,34.0,22.0,58.0,5.0,ROMAINVILLE
1605,93240,2.0,70.0,51.0,117.0,71.0,50.0,77.0,90.0,29.0,39.0,120.0,1.0,STAINS
1606,93250,,60.0,83.0,33.0,15.0,34.0,36.0,5.0,7.0,33.0,46.0,,VILLEMOMBLE
1607,93260,,28.0,35.0,37.0,82.0,111.0,6.0,8.0,21.0,29.0,56.0,,LES LILAS
1608,93270,50.0,159.0,134.0,149.0,274.0,113.0,120.0,66.0,86.0,80.0,114.0,10.0,SEVRAN
1609,93290,3.0,28.0,23.0,32.0,16.0,16.0,26.0,18.0,43.0,19.0,22.0,,TREMBLAY-EN-FRANCE
1610,93300,75.0,531.0,432.0,396.0,481.0,508.0,410.0,398.0,377.0,333.0,342.0,66.0,AUBERVILLIERS
1611,93310,3.0,9.0,19.0,30.0,44.0,65.0,35.0,43.0,76.0,15.0,39.0,,LE PRE-SAINT-GERVAIS
1612,93320,3.0,6.0,9.0,12.0,5.0,36.0,39.0,14.0,6.0,42.0,46.0,6.0,LES PAVILLONS-SOUS-BOIS
1613,93330,60.0,830.0,546.0,1098.0,736.0,530.0,641.0,453.0,633.0,640.0,541.0,45.0,NEUILLY-SUR-MARNE
1614,93340,,18.0,21.0,10.0,9.0,19.0,7.0,10.0,2.0,3.0,10.0,,LE RAINCY
1615,93350,,34.0,52.0,57.0,24.0,51.0,51.0,63.0,30.0,57.0,43.0,14.0,LE BOURGET
